1    19.900000
2    19.760000
3    19.930000
4    19.720000
5    19.760000
1    11.230000
2    11.180000
3    11.180000
4    11.260000
5    11.260000
1    10.090000
2    10.110000
3    10.140000
4    10.110000
5    10.140000
1    10.140000
2    10.190000
3    10.220000
4    10.180000
5    10.330000
